id_arc;lstpoints;parent;highway;nomvoie;surface
427989095-2;[5640995066, 4271454611, 4271454612, 4271454616];427989095;footway;Square Lafayette;concrete
427989095-3;[4271454616, 4271454613, 4271454614];427989095;footway;Square Lafayette;concrete
427991072-1;[4109357218, 4466289083];427991072;pedestrian;Rue Sabaterie;asphalt
427991072-2;[4466289083, 388382347];427991072;pedestrian;Rue Sabaterie;asphalt
427991775;[1888288342, 7667114996, 4271484699, 3914844130];427991775;footway;;asphalt
429439948-1;[4285831112, 4285831114, 7606537382, 4285831135];429439948;service;;
429439948-2;[4285831135, 4285831115, 4285831116, 4285831117, 4285831118, 4285831119, 4285831120, 4285831126, 4285831121];429439948;service;;
429439950-1;[4285831121, 4285831122, 7606537381, 4285831128];429439950;footway;;
429439950-2;[4285831128, 4285831123, 4285831124];429439950;footway;;
429439950-3;[4285831124, 4285831125];429439950;footway;;
429439952-1;[4285831127, 4285831128];429439952;footway;;
429439952-2;[4285831128, 4285831129];429439952;footway;;
429439956-1;[4285831124, 4285831136];429439956;footway;;
429439956-2;[4285831136, 4285831134, 4285831133];429439956;footway;;
429439958;[4285831135, 4285831136];429439958;footway;;
433223562-1;[7191467482, 5801690368, 5801690369, 7191467483];433223562;service;;
433223562-2;[7191467483, 5801690370, 7191467469];433223562;service;;
433223562-3;[7191467469, 5801690367, 5801690371, 1879448370];433223562;service;;
433223565;[4320712913, 4320712914];433223565;steps;;
433223567;[4320712914, 4320712915, 4320712916];433223567;steps;;
433223569;[4320712914, 4320712917, 4320712918];433223569;steps;;
433274396;[863129066, 4321162036, 4321162037, 862934649, 863129066];433274396;pedestrian;Placette Jean-Michel Larrasquet;asphalt
433276054-1;[4321163666, 4321163667];433276054;footway;;compacted
433276054-2;[4321163667, 11086283242];433276054;footway;;compacted
433276054-3;[11086283242, 4321163668];433276054;footway;;compacted
433276055-1;[4321163668, 4321163669, 4321163670, 4321163673];433276055;footway;;
433276055-2;[4321163673, 4321163671, 4321163672, 4321163668];433276055;footway;;
433276056;[4321163673, 4321163674];433276056;footway;;concrete
433276057-1;[4321163674, 4321163675, 4321163676, 4321163677];433276057;footway;;
433276057-2;[4321163677, 4321163678, 4321163679, 4321163674];433276057;footway;;
433276058;[4321163677, 4321163680];433276058;footway;;
433276059-1;[4321163680, 4321163681, 4321163682, 4321163683];433276059;footway;;
433276059-2;[4321163683, 4321163684, 4321163685, 4321163680];433276059;footway;;
433276060;[4321163683, 4321163686];433276060;footway;;asphalt
433276063;[1888286451, 1888286448, 1879458796, 1879458858, 1879458844];433276063;path;;
434752007;[1694774136, 5484289615];434752007;steps;Rue de la Cabotte;
442764707;[1795814041, 6291465219, 6291465220, 6291465221, 6291465222, 4404235578, 6291465223, 4404235579, 6291465213, 4404235580, 4404235581];442764707;footway;Allée Paul Maye;ground
442764708;[4404235581, 9789656791, 4404235582, 1831045124];442764708;service;Allée Paul Maye;asphalt
448628374-1;[28334350, 4456239089, 4456239090, 4456239091, 4119117310, 4119117306, 4456239092, 4456239093, 1806175538];448628374;service;Quai de Montevideo;
448628374-2;[1806175538, 1806175546];448628374;service;Quai de Montevideo;
448628374-3;[1806175546, 4456239094, 2013030597, 2013030598, 28334349, 2013030599, 2013030600, 28334350];448628374;service;Quai de Montevideo;
449693250-1;[2779738353, 4466289081];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449693250-2;[4466289081, 4466289082];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449693250-3;[4466289082, 11302094224, 11302094223, 11302094222, 11302094221, 4466289083];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449693250-4;[4466289083, 4109357218];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449693250-5;[4109357218, 388382339];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449693250-6;[388382339, 2779738353];449693250;pedestrian;Place Émile Boeswillwald;asphalt
449694683-1;[4466301028, 8650865673];449694683;service;;
449694683-2;[8650865673, 5484289617, 4466301030, 4466301029];449694683;service;;
449694684-1;[269248035, 6290764030, 10262503360];449694684;residential;Rue Bourgneuf;
449694684-2;[10262503360, 597616149, 706302172, 706302167];449694684;residential;Rue Bourgneuf;
449694684-3;[706302167, 7565795331, 5971540409];449694684;residential;Rue Bourgneuf;
449694684-4;[5971540409, 269248037];449694684;residential;Rue Bourgneuf;
449694685-1;[257607801, 10262503359];449694685;residential;Rue Jacques Laffitte;sett
449694685-2;[10262503359, 8231858771, 269248035];449694685;residential;Rue Jacques Laffitte;sett
453739954-1;[4504341858, 4504341859, 6212815322];453739954;pedestrian;Passage Jules Mauméjean;
453739954-2;[6212815322, 4504341860];453739954;pedestrian;Passage Jules Mauméjean;
453739954-3;[4504341860, 6212815326];453739954;pedestrian;Passage Jules Mauméjean;
453739954-4;[6212815326, 6212812005, 4504341861, 4504341862];453739954;pedestrian;Passage Jules Mauméjean;
453740687;[6263917970, 6263918092, 6263918093, 4504348347, 4504348348, 6263917980, 4504348349, 4504348350, 4504348351, 4504348352, 6263917981, 4504348353, 4504348354, 4504348355, 4504348356, 4504348357];453740687;footway;;
455077556-1;[4515293351, 4515293347, 5498725879];455077556;footway;;
455077556-2;[5498725879, 4515293348, 5498725881];455077556;footway;;
455077556-3;[5498725881, 4515293349, 6230998722, 4515293350];455077556;footway;;
467437780;[10180877522, 10180877521];467437780;steps;;
467437781-1;[1690923992, 9652310787];467437781;path;;
467437781-2;[9652310787, 9652310798, 6167963137, 6167963136, 6167963135, 10180877524, 1829836652];467437781;path;;
467940960;[4625128436, 8159285665, 8159285664, 1829836634];467940960;residential;Boulevard Jean Jaurès;
494994863;[4867744987, 3247843629, 751512598];494994863;footway;;asphalt
494994864;[4867744987, 4867744615, 8118320731, 3150255634];494994864;footway;;concrete:plates
494994871;[4867744969, 2441623457];494994871;footway;;asphalt
494994872-1;[4867744997, 2441623448];494994872;footway;;asphalt
494994872-2;[2441623448, 4867744969];494994872;footway;;asphalt
494994873-1;[5641466789, 5641466788, 7181677867, 7181677868, 4867744960, 4867744989, 7181677869, 4867744970];494994873;footway;;asphalt
494994873-2;[4867744970, 7181677870, 7181677873];494994873;footway;;asphalt
494994873-3;[7181677873, 4867744988];494994873;footway;;asphalt
494994873-4;[4867744988, 5327208946, 4867744978];494994873;footway;;asphalt
494994873-5;[4867744978, 4867744987];494994873;footway;;asphalt
494994874;[2441623419, 7181677875, 4867744977, 4867744978];494994874;footway;;asphalt
494994875;[4867744988, 3247843630, 7181677874, 751512669];494994875;footway;;asphalt
495037229;[4868223484, 2441233890];495037229;footway;;paved
495037230;[4868223483, 4868223484];495037230;steps;;
495037231-1;[5484528553, 5484528554, 5484528555, 8870131922];495037231;pedestrian;Quai Augustin Chaho;paving_stones
495037231-2;[8870131922, 8870131925];495037231;pedestrian;Quai Augustin Chaho;paving_stones
495037231-3;[8870131925, 4868223485, 4868223488];495037231;pedestrian;Quai Augustin Chaho;paving_stones
495037232;[4868223488, 4868223487];495037232;steps;;
495037233-1;[4868223487, 5484528561, 4868223486, 1806155778];495037233;footway;;asphalt
495037233-2;[1806155778, 848725721];495037233;footway;;asphalt
495037234-1;[4014816155, 4014816162, 4014816145, 4014816143];495037234;pedestrian;Esplanade Roland Barthes;asphalt
495037234-2;[4014816143, 4014816155];495037234;pedestrian;Esplanade Roland Barthes;asphalt
495037235;[597616388, 597616412];495037235;residential;Rue Pontrique;paving_stones
495037237-1;[3653092001, 8992973051, 255322525];495037237;secondary;Boulevard Alsace-Lorraine;asphalt
495037237-2;[255322525, 1829852857];495037237;secondary;Boulevard Alsace-Lorraine;asphalt
495037237-3;[1829852857, 1829852854];495037237;secondary;Boulevard Alsace-Lorraine;asphalt
495050706-1;[2441501524, 388382323, 10929143695];495050706;pedestrian;Place Louis Pasteur;paving_stones
495050706-2;[10929143695, 269247895];495050706;pedestrian;Place Louis Pasteur;paving_stones
495050708;[4868369130, 388382267];495050708;pedestrian;Impasse Joseph Latournerie;asphalt
495050710;[2611523777, 5480525922, 4868369140, 1888283014, 4868369138, 4868369137, 4868369139];495050710;service;;asphalt
495050712;[4868369148, 4868369147, 4868369146, 4868369145];495050712;residential;Boulevard du Rempart Lachepaillet;asphalt
495050715;[2441233904, 4868369150];495050715;steps;;paved
495050717;[862937242, 2441233904];495050717;footway;;paved
495050718;[4868369153, 6847894319, 4868369152];495050718;footway;;paved
495050719;[4868369153, 4868369154];495050719;steps;;paved
495050721-1;[4868369151, 2441233898, 2441233890];495050721;footway;;paved
495050721-2;[2441233890, 5484526632, 2441233889, 2441233886, 2441233892];495050721;footway;;paved
495050721-3;[2441233892, 2441233896];495050721;footway;;paved
495050722;[4868369151, 4868369152];495050722;steps;;paved
500460863-1;[1806155813, 1806155795];500460863;unclassified;Avenue Maréchal de Lautrec;asphalt
500460863-2;[1806155795, 6278647491];500460863;unclassified;Avenue Maréchal de Lautrec;asphalt
500460863-3;[6278647491, 1806155817, 7593287787, 1806155788, 7593287786, 1806155787, 7593287788, 1806155807, 1806155794, 1806155800, 7593287789, 8792418551];500460863;unclassified;Avenue Maréchal de Lautrec;asphalt
503555700;[4938381826, 4938381827];503555700;steps;;paving_stones
503555702;[4938381831, 7197062693, 4938383676, 4938381833];503555702;pedestrian;;
512233424-1;[5008960734, 967747788];512233424;pedestrian;Parvis Jean Haritschelhar;sett
512233424-2;[967747788, 7565795334];512233424;pedestrian;Parvis Jean Haritschelhar;sett
512233424-3;[7565795334, 254920705];512233424;pedestrian;Parvis Jean Haritschelhar;sett
512233424-4;[254920705, 5008960735];512233424;pedestrian;Parvis Jean Haritschelhar;sett
512233424-5;[5008960735, 863080298, 862934883, 5008960734];512233424;pedestrian;Parvis Jean Haritschelhar;sett
548525672;[1806175395, 5487073246, 6285616020, 6285616021, 5487073248, 5487073247, 6285616023, 1806175528, 3651250505];548525672;cycleway;;asphalt
548525673;[1806175499, 4119107470, 5487073245, 1806175395];548525673;cycleway;;asphalt
551634934;[848724537, 5327208949];551634934;footway;;
551634935-1;[5327208950, 5327208951, 5327208949];551634935;footway;;
551634935-2;[5327208949, 5327208952];551634935;footway;;
562463874;[3668892461, 5422316982];562463874;footway;Square Chanoine Dubarat;
569078910;[5473754749, 5473754748, 5473754747, 5473754746, 5473754745, 5473754744, 5473754743, 5473754742, 5473754741, 5473754740, 5473754739, 5473754738, 5473754737, 5473754736, 5473754735, 6137043535, 5473754734, 5473754733, 5473754732, 5473754731, 5473754730, 5473754729, 6137043534, 5473754728, 5473754727, 5473754726, 5473754725];569078910;track;;
569930286;[5484528539, 5484528540];569930286;steps;;
569938875-1;[255403503, 5480134552, 5480134551, 5480134550, 5480134549, 5480134548, 5480134547, 5480134546, 5480134545, 5484528583];569938875;cycleway;;asphalt
569938875-2;[5484528583, 5480134544, 5480134543, 5480134541, 5480134542];569938875;cycleway;;asphalt
569938875-3;[5480134542, 255403508];569938875;cycleway;;asphalt
570446592-1;[5484289582, 5484289581, 10117225144];570446592;pedestrian;Place de la République;paving_stones
570446592-2;[10117225144, 7003820166, 7003820165];570446592;pedestrian;Place de la République;paving_stones
570446592-3;[7003820165, 6326876328, 7003820164, 5484289577];570446592;pedestrian;Place de la République;paving_stones
570446592-4;[5484289577, 6707433889];570446592;pedestrian;Place de la République;paving_stones
570446592-5;[6707433889, 1829846427];570446592;pedestrian;Place de la République;paving_stones
570446592-6;[1829846427, 254934853];570446592;pedestrian;Place de la République;paving_stones
570446592-7;[254934853, 5484289582];570446592;pedestrian;Place de la République;paving_stones
570446593;[5484289587, 5484289586];570446593;footway;;
570446594;[5484289589, 5484289588, 5484289587];570446594;steps;;
570446596-1;[5484289607, 5484289586];570446596;service;;
570446596-2;[5484289586, 5484289606];570446596;service;;
570446597;[5484289615, 5484289614, 578393996];570446597;residential;Rue de la Cabotte;
570468052;[255400851, 5484526629, 5484526630, 6231013327, 1887243147, 6231013326, 255400676];570468052;tertiary;Rue Tour de Sault;asphalt
570468053-1;[848725722, 388324410];570468053;footway;;
570468053-2;[388324410, 5484526644, 5484526645, 1887243107];570468053;footway;;
570468054-1;[1797158297, 1797158296];570468054;footway;;
570468054-2;[1797158296, 3513549744];570468054;footway;;
570468055;[5484526685, 5484526684];570468055;pedestrian;Chemin de Mousserolles;
570468056;[2288482744, 6290764013, 1797177088];570468056;pedestrian;Chemin de Mousserolles;
570468057-1;[5484526719, 3642811721, 5484526718, 5484526717, 5484526716, 5484526715, 3642811720];570468057;footway;;
570468057-2;[3642811720, 5484526714, 5484526713, 5484526712, 5484526711, 5484526710, 3642811719, 5484526709];570468057;footway;;
570468058;[1829828185, 5484528521, 1829828164, 3725916838];570468058;footway;Rue Gustave Eiffel;
570468059;[5484528541, 5484528542];570468059;steps;;
570468060;[5484528540, 5484528541];570468060;footway;;
570468061;[5480072144, 5484528543];570468061;steps;;
570468062;[5480072143, 5480072144];570468062;footway;;
570468063;[5484528538, 5484528539];570468063;footway;;
570468064;[5484528537, 5484528538];570468064;steps;;
570468065;[5480072142, 5480072143];570468065;steps;;
570468066;[5484528542, 5480072142];570468066;footway;;
570468067;[5484528535, 3725916838];570468067;cycleway;Pont Charles Vaillant;
570468068;[5484528536, 5484528537];570468068;footway;;
570468071-1;[848725713, 5484528591];570468071;footway;;
570468071-2;[5484528591, 1797205762, 8870063017, 5484528590, 5484528587, 5484528589, 5484528588, 5484528585, 5484528584, 5484528583];570468071;footway;;
570725235;[5480072153, 3658634696];570725235;steps;;
570725236;[5480072147, 3658634695];570725236;steps;;
570725237;[5480072146, 3455324233];570725237;steps;;
570725238;[3649039668, 3642813031];570725238;steps;;
570750999-1;[4014853240, 5487050105, 1796035921];570750999;footway;;asphalt
570750999-2;[1796035921, 5487050104, 5487050103, 1887243220];570750999;footway;;asphalt
570750999-3;[1887243220, 5487050102, 1796035922];570750999;footway;;asphalt
570922166-1;[4515293354, 5498725875];570922166;footway;;
570922166-2;[5498725875, 6230998732, 6230998731, 4515293355, 4515293356];570922166;footway;;
570986321;[5488735636, 5488735637, 5488735638, 5488735639, 5488735640, 5488735641];570986321;service;;
571788837;[5484526628, 255400854];571788837;footway;Passage de la Pusterle;paving_stones
571788839;[7183779332, 1806155812, 7183779333];571788839;tertiary;Pont du Génie;asphalt
572354702;[5498725872, 5498725873, 5498725874, 4515293351];572354702;service;;
572354703-1;[5498725875, 5498725876, 5498725877, 5498725880];572354703;footway;;
572354703-2;[5498725880, 5498725878];572354703;footway;;
572354704;[5498725879, 5498725880];572354704;steps;;
572354705-1;[5498725881, 5498725878];572354705;footway;;
572354705-2;[5498725878, 6230998723, 5498725882, 5498725883];572354705;footway;;
572358300-1;[3732064408, 5498754068, 578474120, 5498754069, 5498754070, 5498754071, 5498754072, 5498754073, 5498754098];572358300;footway;;
572358300-2;[5498754098, 5498754099, 5498754100, 5498754101, 1827160749];572358300;footway;;
572358301-1;[5498754074, 5498754075, 5498754098];572358301;service;;
572358301-2;[5498754098, 5498754076, 5498754077, 5498754078, 5498754079];572358301;service;;
579126432;[7191467470, 5547108684, 5547108685, 5547108686];579126432;steps;;
582899239;[5464276980, 476283491];582899239;residential;Rue des Lavandières;
583263903;[5480072145, 5484528535];583263903;cycleway;Pont Charles Vaillant;
585100542;[5591989458, 5591989459];585100542;service;;asphalt
585100543;[5591989460, 5591989461];585100543;service;;asphalt
586087035;[3554296011, 7667063067, 3914844126];586087035;footway;;
586087036-1;[3554296021, 7667063066];586087036;footway;;
586087036-2;[7667063066, 3605927463];586087036;footway;;
586089261-1;[2623391535, 1165700241, 595783556, 9431405567];586089261;tertiary;Avenue de la Légion Tchèque;asphalt
586089261-2;[9431405567, 595783557, 3660023478, 704988987];586089261;tertiary;Avenue de la Légion Tchèque;asphalt
586089261-3;[704988987, 5781738098, 5602458348, 10757161616, 704988985, 3660023479, 595783559, 3055027630];586089261;tertiary;Avenue de la Légion Tchèque;asphalt
586089262-1;[2623391536, 5781738096, 9431405569, 5781738097, 5781738102, 5781738101, 9431405570, 2623391538, 2623391540, 2623391542, 5781738099];586089262;footway;Avenue de la Légion Tchèque;asphalt
586089262-2;[5781738099, 5781738100, 5600462368, 7593102619];586089262;footway;Avenue de la Légion Tchèque;asphalt
586346508;[4119111024, 5602310253];586346508;steps;;concrete
586346509;[5602310253, 3918285669];586346509;footway;;concrete
586346513-1;[3918285670, 4119111041, 4119111047, 4119111048, 4119111024];586346513;footway;;
586346513-2;[4119111024, 3762367103, 7462534751, 7462534750, 1575406419, 4119111046];586346513;footway;;
586346513-3;[4119111046, 4119111032, 4119111029, 3585278127];586346513;footway;;
586347367;[5602325237, 5602325238];586347367;service;;
589023870;[4868369150, 6847894320, 4868369154];589023870;footway;;
590422462-1;[388382249, 1887243240];590422462;residential;Place des Basques;asphalt
590422462-2;[1887243240, 9376228899, 5637083864, 8240999991, 388382247];590422462;residential;Place des Basques;asphalt
590422463-1;[388382247, 8240999992, 5637083860, 5637083865];590422463;residential;Place des Basques;asphalt
590422463-2;[5637083865, 5637083861, 11188765273];590422463;residential;Place des Basques;asphalt
590422464-1;[5637083865, 5637083866];590422464;service;;
590422464-2;[5637083866, 5637083867, 11753788031];590422464;service;;
590423637;[5487073232, 1890053016, 7592951006, 6480663693];590423637;footway;;
590762487;[5639532660, 5639532661];590762487;service;;asphalt
590913791;[5640995066, 5640995067, 4271454616];590913791;footway;Square Lafayette;concrete
591129530;[254920454, 5643154846, 5484526653];591129530;cycleway;;
591136633;[1888318079, 5643202180, 5643202179];591136633;path;;
591646208;[2441623384, 8090720300];591646208;pedestrian;Quai Amiral Antoine Sala;asphalt
591646209;[2441623386, 2441623381];591646209;residential;Place de la République;asphalt
591646211;[1801848709, 8628597570, 10137761501, 388314410, 6157184593, 3668894642, 254920704];591646211;residential;Quai Amiral Dubourdieu;asphalt
593734759;[5663431864, 5663431863];593734759;footway;;
593734761-1;[5663431870, 6184740391];593734761;footway;;
593734761-2;[6184740391, 6184740393];593734761;footway;;
593734761-3;[6184740393, 6184740392, 5663431865, 5663431864];593734761;footway;;
593734763-1;[3415990293, 5663431869];593734763;footway;;
593734763-2;[5663431869, 5663431868, 5663431867, 5663431866, 5663431864];593734763;footway;;
595433926-1;[254920559, 7565795341, 6159080939];595433926;living_street;Quai Dominique Roquebert;paving_stones
595433926-2;[6159080939, 388382329];595433926;living_street;Quai Dominique Roquebert;paving_stones
595433927;[254920559, 388382331];595433927;pedestrian;Rue Port de Bertaco;asphalt
595553562-1;[5675789204, 8758462092];595553562;service;;
595553562-2;[8758462092, 5675789205];595553562;service;;
595553563-1;[3644637537, 3644637538, 6167963122];595553563;service;;
595553563-2;[6167963122, 3644637543, 5675789205];595553563;service;;
595553563-3;[5675789205, 3644637541, 3644637539, 3644637540];595553563;service;;
599350290;[5702304694, 5702304695];599350290;footway;;asphalt
603997451;[5732084627, 5732084626];603997451;footway;Placette Jean-Michel Larrasquet;asphalt
606028362-1;[5746676787, 5746676786, 5746676785];606028362;footway;;grass
606028362-2;[5746676785, 5746676784, 5746676783];606028362;footway;;grass
606028362-3;[5746676783, 5746676782, 5746676781];606028362;footway;;grass
606028362-4;[5746676781, 5746676780];606028362;footway;;grass
608277271-1;[5763327578, 1797177092];608277271;footway;;
608277271-2;[1797177092, 1797177093];608277271;footway;;
608277272;[1890041784, 9799457002, 9799456999, 9799456998, 9799456997, 1797177089, 5763327579];608277272;footway;;asphalt
608277273-1;[5763327580, 3730555299, 8069345737, 1690924016, 5763327582];608277273;footway;;asphalt
608277273-2;[5763327582, 5763327583, 5763327584, 711707605];608277273;footway;;asphalt
608277273-3;[711707605, 3730555300];608277273;footway;;asphalt
608277273-4;[3730555300, 5763327586, 5763327587, 5763327588, 1890041836, 5763327589, 3730553717, 5763327590];608277273;footway;;asphalt
608277274;[3737650709, 2133890172];608277274;footway;;asphalt
608277275;[3737650708, 5763327591];608277275;footway;;asphalt
608277276;[5763327592, 3737650705];608277276;footway;;asphalt
608277277;[5484528533, 5763327593];608277277;footway;;asphalt
608277278;[254950711, 3737650690];608277278;footway;;
608311094;[5487050112, 3585243490, 4119120325, 255402680];608311094;living_street;Rue Adolphe Thiers;asphalt
608311095;[388189690, 6256038961, 388189757];608311095;pedestrian;Place Jacques Portes;concrete:plates
608312981;[388314412, 5487050112];608312981;living_street;Rue Adolphe Thiers;concrete:plates
608313291;[1828784578, 255402679];608313291;living_street;Rue des Gouverneurs;concrete
608346598;[1879417915, 7667063061, 7593287802];608346598;residential;Rue Antoine Labarthe;asphalt
608346603-1;[11412551286, 3914842369];608346603;living_street;Allées Paulmy;asphalt
608346603-2;[3914842369, 5763722710, 7593287802];608346603;living_street;Allées Paulmy;asphalt
608346606;[7593287802, 5763722712, 5763722693, 10733819354, 1879417910];608346606;residential;Rue Antoine Labarthe;asphalt
609003133-1;[2623391535, 7593102619];609003133;path;;paved
609003133-2;[7593102619, 5768798557];609003133;path;;paved
609003133-3;[5768798557, 7671011595];609003133;path;;paved
609003133-4;[7671011595, 7671011591];609003133;path;;paved
609003133-5;[7671011591, 7670993581];609003133;path;;paved
609003133-6;[7670993581, 7593102622];609003133;path;;paved
609003133-7;[7593102622, 7670993579];609003133;path;;paved
609003133-8;[7670993579, 7671011586];609003133;path;;paved
609003133-9;[7671011586, 7593102621];609003133;path;;paved
609003133-10;[7593102621, 7593102620, 3660030318];609003133;path;;paved
609151256-1;[5769859711, 5769859710];609151256;footway;;
609151256-2;[5769859710, 7593076827];609151256;footway;;
609151256-3;[7593076827, 7593105296, 7667115006];609151256;footway;;
609151257;[1879458806, 5769859712, 5769859711];609151257;footway;;asphalt
609165686-1;[8758462065, 5769965290];609165686;footway;;
609165686-2;[5769965290, 5769965289, 11283173239];609165686;footway;;
609165688;[5769965302, 5769965297, 5769965301];609165688;service;;asphalt
609165689-1;[5464276966, 8758462079, 8758462043];609165689;service;;asphalt
609165689-2;[8758462043, 5769965301];609165689;service;;asphalt
609165689-3;[5769965301, 5769965305, 5769965304, 5769965303];609165689;service;;asphalt
610548058;[5781896990, 5781896989];610548058;service;;asphalt
610548059-1;[5781896992, 5781896990];610548059;service;;asphalt
610548059-2;[5781896990, 5781896991];610548059;service;;asphalt
610548885-1;[5781923427, 5781923423, 5781923399, 1797249791, 5781923422, 1797249796, 1797249799, 5781923421, 1797249802, 1797249804, 5781923420, 1797249805, 5781923419, 9891106756, 1797249812, 1797249814, 5781923418, 9891097389, 5781923417, 9891097390, 5781923416, 9891097391, 5781923415, 5781923414, 5781923413, 5781923412, 5781923411, 5781923410, 5781923409, 9891097392, 9891097393];610548885;footway;;ground
610548885-2;[9891097393, 5781923408, 9891097359];610548885;footway;;ground
610548885-3;[9891097359, 5781923407, 9891097360];610548885;footway;;ground
610548885-4;[9891097360, 9891097361];610548885;footway;;ground
610548885-5;[9891097361, 5781923406, 9891097362];610548885;footway;;ground
610548885-6;[9891097362, 5781923405, 9891097363];610548885;footway;;ground
610548885-7;[9891097363, 5781923404, 9891097364];610548885;footway;;ground
610548885-8;[9891097364, 5781923403, 5781923402, 5781923401, 9652310797, 9652310796, 9652310795, 9652310794, 9652310793, 9652310792, 9652310791, 9652310790, 9652310789, 9652310788, 9652310787];610548885;footway;;ground
611602080;[5790038515, 5790038514, 5790038513, 5790038512, 5790038511, 269247912];611602080;service;;
613051278;[1879448370, 4320712913];613051278;footway;;
614046859;[5484528564, 5808898520, 6957066690];614046859;service;;
614046860;[5808898522, 5808898521];614046860;steps;;
614048916;[5808917269, 5808917268, 5808917264, 5808917267];614048916;service;;
620626297;[5863469323, 5863469322, 5863469321, 5863469320, 5863469319, 5863469318];620626297;service;;
620626298;[5863469325, 5863469324];620626298;service;;
620626299;[5863469330, 5863469329, 5863469328, 5863469327, 5863469326];620626299;service;;
620626300;[5863469337, 5863469336, 5863469335, 5863469334, 5863469333, 5863469332, 5863469331, 5863469338];620626300;service;;
620626301;[5863469339, 5863469338];620626301;service;;
620626302;[5863469340, 5863469339];620626302;service;;
627818763;[5926935754, 5926935755, 9737477489, 9737477488, 5926935756, 5926935757, 5926935758, 9737477490, 5926935759, 9737477486, 5926935760, 9737477487, 5926935761];627818763;service;;
632441209;[5971540409, 5971540408, 5971540407];632441209;service;;
632441212;[5971540409, 5971540406, 5971540405, 5971540404, 5971540403, 5971540402, 5971540401];632441212;service;Place Marc Aubert;asphalt
632441223;[5971540419, 4268140551];632441223;pedestrian;Place Bernard de Lacarre;
634170314-1;[2133890184, 5763327578];634170314;path;;
634170314-2;[5763327578, 5464276312, 5464276313, 5464276314, 6290764036, 2133890177, 10143015154];634170314;path;;
634170314-3;[10143015154, 7820868069];634170314;path;;
634170314-4;[7820868069, 10143015162];634170314;path;;
634170314-5;[10143015162, 6290764040, 6290764041, 2133890174, 5217893673, 6290764039, 2133890175, 5487050175, 2133890179, 2133890182, 10139341996, 2133890180, 6290764038];634170314;path;;
635190865;[9048551373, 6528389293, 6528389292, 6528389291, 6528389290];635190865;footway;;asphalt
638199306-1;[6015172761, 9623699574, 7592954115];638199306;path;;
638199306-2;[7592954115, 9623699575, 6015172763];638199306;path;;
638199308-1;[3554263893, 7671011650];638199308;path;;paved
638199308-2;[7671011650, 7671011646];638199308;path;;paved
638199308-3;[7671011646, 7671011647];638199308;path;;paved
638199308-4;[7671011647, 2024619912];638199308;path;;paved
638199308-5;[2024619912, 7667063062];638199308;path;;paved
638199308-6;[7667063062, 7667063068, 3554296011];638199308;path;;paved
638985672;[3732064418, 8300441491, 1797148232, 11355791828];638985672;footway;;asphalt
640799691;[6036202598, 388382468];640799691;pedestrian;Rue des Augustins;
640799694;[6036202599, 6036202598];640799694;pedestrian;Rue des Augustins;
641858610;[3668904712, 4014850129];641858610;footway;;
641858611;[6043901027, 6043901026, 6043901025, 388189793];641858611;residential;Rue de Gramont;asphalt
641861756;[6043931687, 6043931686];641861756;service;;
641867067;[6043974815, 6043974814];641867067;footway;;
641867068-1;[3914846060, 11086703161];641867068;footway;;asphalt
641867068-2;[11086703161, 11086703158];641867068;footway;;asphalt
641867068-3;[11086703158, 11086703159];641867068;footway;;asphalt
641867068-4;[11086703159, 11086703154];641867068;footway;;asphalt
641867068-5;[11086703154, 6043974815];641867068;footway;;asphalt
641867069;[6043974814, 6043974813, 5487073229];641867069;footway;;
647242006;[6079069103, 6079069102];647242006;footway;;
649571918-1;[254053894, 7667113676];649571918;service;Avenue Maréchal Leclerc;
649571918-2;[7667113676, 7590075023, 2290812792];649571918;service;Avenue Maréchal Leclerc;
649571918-3;[2290812792, 2290812795, 3737055837, 3737055838, 254053897];649571918;service;Avenue Maréchal Leclerc;
649571918-4;[254053897, 3737055836, 3737055835, 254053898, 7592954122, 5487073237];649571918;service;Avenue Maréchal Leclerc;
649571918-5;[5487073237, 578449633];649571918;service;Avenue Maréchal Leclerc;
649576209;[388189795, 3585243488, 4119124864, 388189759];649576209;residential;Rue du 49e Régiment d'Infanterie;
649576210-1;[388189757, 7602711561, 388382253];649576210;residential;Rue du 49e Régiment d'Infanterie;
649576210-2;[388382253, 6043901035, 388189795];649576210;residential;Rue du 49e Régiment d'Infanterie;
649902779;[255402681, 5763524589, 7629120454, 255402680];649902779;living_street;Rue Adolphe Thiers;
655225094-1;[6139237286, 6650044171];655225094;residential;Rue Sainte-Ursule;asphalt
655225094-2;[6650044171, 7003820157, 1797271557];655225094;residential;Rue Sainte-Ursule;asphalt
655225094-3;[1797271557, 578393961];655225094;residential;Rue Sainte-Ursule;asphalt
655225096-1;[6155693621, 8437469839];655225096;pedestrian;Rue Hugues;asphalt
655225096-2;[8437469839, 7945914722];655225096;pedestrian;Rue Hugues;asphalt
655225096-3;[7945914722, 6139237292, 8437469840];655225096;pedestrian;Rue Hugues;asphalt
655225096-4;[8437469840, 597616063, 1797271546];655225096;pedestrian;Rue Hugues;asphalt
656248067-1;[6147646013, 6147646004];656248067;footway;;compacted
